iata,name,city,country,lat,lon
AAA,Anaa Airport,Anaa,PF,-17.3526,-145.509995
AAC,El Arish International Airport,El Arish,EG,31.055324,33.827964
AAE,Annaba Rabah Bitat Airport,Annaba,DZ,36.826781,7.81334
AAK,Aranuka Airport,Buariki,KI,0.185278,173.636993
AAL,Aalborg Airport,Aalborg,DK,57.094763,9.84993
AAN,Al Ain International Airport,Al Ain,AE,24.2617,55.6092
AAP,Aji Pangeran Tumenggung Pranoto International Airport,Samarinda,ID,-0.374478,117.250128
AAQ,Anapa Vityazevo Airport,Krasnyi Kurgan,RU,45.002102,37.347301
AAR,Aarhus Airport,Aarhus,DK,56.303331,10.618286
AAT,Altay Xuedu Airport,Altay,CN,47.749886,88.085808
AAX,Romeu Zema Airport,Araxá,BR,-19.5632,-46.9604
AAY,Al Ghaydah International Airport,Al Ghaydah,YE,16.193341,52.174186
AAZ,Quezaltenango Airport,Quezaltenango,GT,14.8656,-91.501999
ABA,Abakan International Airport,Abakan,RU,53.740002,91.385002
ABB,Asaba International Airport,Asaba,NG,6.204167,6.665278
ABD,Abadan Ayatollah Jami International Airport,Abadan,IR,30.367887,48.230075
ABE,Lehigh Valley International Airport,Allentown/Bethlehem,US,40.651773,-75.442797
ABI,Abilene Regional Airport,Abilene,US,32.4113006592,-99.6819000244
ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,CI,5.26139,-3.92629
ABK,Kebri Dahar Airport,Kebri Dahar,ET,6.732577,44.241339
ABL,Ambler Airport,Ambler,US,67.105529,-157.855339
ABM,Northern Peninsula Airport,Bamaga,AU,-10.946194,142.455081
ABQ,Albuquerque International Sunport,Albuquerque,US,35.039976,-106.608925
ABR,Aberdeen Regional Airport,Aberdeen,US,45.449100494384766,-98.42179870605467
ABS,Abu Simbel Airport,Abu Simbel,EG,22.374402,31.609881
ABT,King Saud Bin Abdulaziz (Al Baha) Airport,Al-Baha,SA,20.298506,41.636153
ABU,AA Bere Tallo (Haliwen) Airport,Atambua,ID,-9.074841,124.903285
ABV,Nnamdi Azikiwe International Airport,Abuja,NG,9.00679,7.26317
ABX,Albury Airport,East Albury,AU,-36.066758,146.959148
ABY,Southwest Georgia Regional Airport,Albany,US,31.532946,-84.196215
ABZ,Aberdeen International Airport,Aberdeen,GB,57.2019,-2.19778
ACA,General Juan N. Álvarez International Airport,Acapulco,MX,16.757126,-99.753113
ACC,Kotoka International Airport,Accra,GH,5.605189800262451,-0.1667860001325607
ACE,César Manrique-Lanzarote Airport,San Bartolomé,ES,28.945499,-13.6052
ACF,Aral Tarim Airport,Aral,CN,40.434748,81.26206
ACH,Sankt Gallen Altenrhein Airport,St. Gallen,CH,47.485001,9.56077
ACI,Alderney Airport,Saint Anne,GG,49.706104,-2.21472
ACK,Nantucket Memorial Airport,Nantucket,US,41.25310135,-70.06020355
ACT,Waco Regional Airport,Waco,US,31.611299514770508,-97.23049926757812
ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US,40.978101,-124.109
ACX,Xingyi Wanfenglin Airport,Xingyi,CN,25.083423,104.960804
ACY,Atlantic City International Airport,Atlantic City,US,39.456201,-74.577511
ADA,Adana Şakirpaşa Airport,Seyhan,TR,36.982201,35.280399
ADB,Adnan Menderes International Airport,Gaziemir,TR,38.2924,27.157
ADD,Addis Ababa Bole International Airport,Addis Ababa,ET,8.97789,38.799301
ADE,Aden International Airport,Aden,YE,12.829564,45.029976
ADF,Adıyaman Airport,Adıyaman,TR,37.7314,38.468899
ADJ,Marka International (Amman Civil) Airport,Amman,JO,31.9727,35.9916
ADK,Adak Airport,Adak,US,51.883564,-176.642783
ADL,Adelaide International Airport,Adelaide,AU,-34.947512,138.533393
ADQ,Kodiak Airport,Kodiak,US,57.75,-152.4940033
ADU,Ardabil Airport,Ardabil,IR,38.3256988525,48.4244003296
ADZ,Gustavo Rojas Pinilla International Airport,San Andrés,CO,12.5836,-81.7112
AEB,Baise (Bose) Bama Airport,Baise (Tianyang),CN,23.7206,106.959999
AEH,Abeche Airport,Abeche,TD,13.847,20.844299
AEP,Aeroparque Jorge Newbery,Buenos Aires,AR,-34.559419,-58.415536
AER,Sochi International Airport,Sochi,RU,43.449902,39.9566
AES,Ålesund Airport,Ålesund,NO,62.560443,6.110845
AET,Allakaket Airport,Allakaket,US,66.551804,-152.621994
AEU,Abu Musa Island Airport,Abu Musa,IR,25.8757,55.033001
AEX,Alexandria International Airport,Alexandria,US,31.325828,-92.546702
AEY,Akureyri International Airport,Akureyri,IS,65.656573,-18.072018
AFA,Suboficial Ay Santiago Germano Airport,San Rafael,AR,-34.588299,-68.4039
AFL,Piloto Osvaldo Marques Dias Airport,Alta Floresta,BR,-9.866389,-56.106298
AFS,Sugraly Airport,Zarafshan,UZ,41.613899,64.2332
AFZ,Sabzevar National Airport,Sabzevar,IR,36.16809844970703,57.59519958496094
AGA,Al Massira Airport,Agadir (Temsia),MA,30.322478,-9.412003
AGE,Wangerooge Airport,Wangerooge,DE,53.782544,7.919584
AGH,Ängelholm-Helsingborg Airport,Ängelholm,SE,56.29610061645508,12.847100257873535
AGI,Wageningen Airstrip,Wageningen,SR,5.841252,-56.673247
AGJ,Aguni Airport,Aguni,JP,26.592755,127.240335
AGP,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911
AGR,Agra Airport / Agra Air Force Station,Agra,IN,27.157975,77.961025
AGS,Augusta Regional At Bush Field,Augusta,US,33.3699,-81.9645
AGT,Aeropuerto Internacional Guaraní,Ciudad del Este,PY,-25.457186,-54.839544
AGU,Jesús Terán Peredo International Airport,Aguascalientes,MX,21.699589,-102.318372
AGX,Agatti Airport,Agatti,IN,10.8237,72.176003
AHA,Maa Mahamaya Airport,Ambikapur,IN,22.98753,83.19612
AHB,Abha International Airport,Abha,SA,18.2404,42.656601
AHE,Ahe Airport,Ahe Atoll,PF,-14.428099632263184,-146.2570037841797
AHO,Alghero-Fertilia Airport,Alghero,IT,40.632099,8.29077
AIA,Alliance Municipal Airport,Alliance,US,42.052543,-102.803965
AIN,Wainwright Airport,Wainwright,US,70.638,-159.994995
AIP,Adampur Airport,Adampur,IN,31.4338,75.758797
AIT,Aitutaki Airport,Aitutaki,CK,-18.8309,-159.764008
AIU,Enua Airport,Atiu Island,CK,-19.96780014038086,-158.11900329589844
AJA,Ajaccio Napoléon Bonaparte airport,Ajaccio,FR,41.923599,8.80292
AJF,Al-Jawf International Airport,Al-Jawf,SA,29.783301,40.100905
AJI,Ağrı Airport,Ağrı,TR,39.655642,43.025742
AJL,Lengpui Airport,Aizawl (Lengpui),IN,23.840599,92.619698
AJN,Ouani Airport,Ouani,KM,-12.131047,44.430044
AJR,Arvidsjaur Airport,Arvidsjaur,SE,65.59030151367188,19.28190040588379
AJU,Aracaju - Santa Maria International Airport,Aracaju,BR,-10.984129,-37.071789
AKA,Ankang Fuqiang Airport,Ankang (Hanbin),CN,32.75696,108.87338
AKB,Atka Airport,Atka,US,52.220299,-174.205994
AKF,Kufra Airport,Kufra,LY,24.178699493408203,23.31399917602539
AKI,Akiak Airport,Akiak,US,60.902646,-161.23106
AKJ,Asahikawa Airport,Higashikagura,JP,43.670799,142.447006
AKK,Akhiok Airport,Akhiok,US,56.938702,-154.182999
AKL,Auckland International Airport,Auckland,NZ,-37.01199,174.786331
AKN,King Salmon Airport,King Salmon,US,58.677845,-156.651965
AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,US,68.133598,-151.742996
AKR,Akure Airport,Akure,NG,7.246739864349365,5.3010101318359375
AKS,Gwaunaru'u Airport,Auki,SB,-8.70257,160.682007
AKU,Aksu Hongqipo Airport,Aksu (Onsu),CN,41.262501,80.291702
AKV,Akulivik Airport,Akulivik,CA,60.8186,-78.148598
AKX,Aktobe International Airport,Aktobe,KZ,50.248116,57.204144
AKY,Sittwe Airport,Sittwe,MM,20.133165,92.870693
ALA,Almaty International Airport,Almaty,KZ,43.354267,77.042828
ALB,Albany International Airport,Albany,US,42.748299,-73.801697
ALC,Alicante-Elche Miguel Hernández Airport,Alicante,ES,38.2822,-0.558156
ALF,Alta Airport,Alta,NO,69.976097,23.3717
ALG,Houari Boumediene Airport,Algiers,DZ,36.693886,3.214531
ALH,Albany Airport,Albany,AU,-34.943333,117.808889
ALO,Waterloo Regional Airport,Waterloo,US,42.557098388671875,-92.40029907226562
ALP,Aleppo International Airport,Aleppo,SY,36.181262,37.226869
ALS,San Luis Valley Regional Airport/Bergman Field,Alamosa,US,37.434898,-105.866997
ALW,Walla Walla Regional Airport,Walla Walla,US,46.09489822,-118.288002
AMA,Rick Husband Amarillo International Airport,Amarillo,US,35.217857,-101.706444
AMD,Sardar Vallabh Patel International Airport,Ahmedabad,IN,23.0772,72.634697
AMH,Arba Minch Airport,Arba Minch,ET,6.03939,37.5905
AMM,Queen Alia International Airport,Amman,JO,31.7226009369,35.9931983948
AMQ,Pattimura International Airport,Ambon,ID,-3.71026,128.089005
AMS,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389
AMV,Amderma Airport,Amderma,RU,69.76329803466797,61.556400299072266
ANC,Ted Stevens Anchorage International Airport,Anchorage,US,61.179004,-149.992561
ANF,Andrés Sabella Gálvez International Airport,Antofagasta,CL,-23.445274,-70.445232
ANI,Aniak Airport,Aniak,US,61.581600189208984,-159.54299926757812
ANR,Antwerp International Airport (Deurne),Antwerp,BE,51.190667,4.463153
ANS,Andahuaylas Airport,Andahuaylas,PE,-13.70639991760254,-73.35040283203125
ANU,V. C. Bird International Airport,Osbourn,AG,17.1367,-61.792702
ANV,Anvik Airport,Anvik,US,62.646702,-160.190994
ANX,"Andøya Airport, Andenes",Andenes,NO,69.295193,16.139379
AOE,Hasan Polatkan Airport,Eskişehir,TR,39.811644,30.519268
AOG,Anshan Teng'ao Airport / Anshan Air Base,Anshan,CN,41.105301,122.853996
AOI,Marche Airport,Falconara Marittima (AN),IT,43.616299,13.3623
AOJ,Aomori Airport,Aomori,JP,40.733777,140.689477
AOK,Karpathos Airport,Karpathos Island,GR,35.421398,27.146
AOO,Altoona Blair County Airport,Altoona,US,40.296398,-78.32
AOR,Sultan Abdul Halim Airport,Alor Satar,MY,6.189670085906982,100.39800262451172
APK,Apataki Airport,Apataki,PF,-15.5736,-146.414993
APL,Nampula Airport,Nampula,MZ,-15.105600357055664,39.28179931640625
APN,Alpena County Regional Airport,Alpena,US,45.0780983,-83.56030273
APO,Antonio Roldán Betancur Airport,Carepa,CO,7.81196,-76.7164
APW,Faleolo International Airport,Apia,WS,-13.83,-172.007996
AQA,Araraquara Airport,Araraquara,BR,-21.812,-48.132999
AQG,Anqing Tianzhushan Airport / Anqing North Air Base,Anqing,CN,30.582199,117.050003
AQI,Al Qaisumah/Hafr Al Batin Airport,Qaisumah,SA,28.335199,46.125099
AQJ,King Hussein International Airport,Aqaba,JO,29.611601,35.018101
AQP,Rodríguez Ballón International Airport,Arequipa,PE,-16.340786,-71.569485
ARC,Arctic Village Airport,Arctic Village,US,68.1147,-145.578995
ARD,Alor Island - Mali Airport,Kabola,ID,-8.13234,124.597
ARH,Talagi Airport,Archangelsk,RU,64.60030364990234,40.71670150756836
ARI,Chacalluta Airport,Arica,CL,-18.348499,-70.338699
ARK,Arusha Airport,Arusha,TZ,-3.3677899837493896,36.63330078125
ARM,Armidale Airport,Armidale,AU,-30.528099060099997,151.617004395
ARN,Stockholm-Arlanda Airport,Stockholm,SE,59.64849,17.928829
ART,Watertown International Airport,Watertown,US,43.991901,-76.021698
ARU,Araçatuba Airport,Araçatuba,BR,-21.141479,-50.424575
ARW,Arad International Airport,Arad,RO,46.176136,21.264322
ASA,Assab International Airport,Assab,ER,13.0718,42.645
ASB,Ashgabat International Airport,Ashgabat,TM,37.986801,58.361
ASD,Andros Town Airport,Andros Town,BS,24.697901,-77.795601
ASE,Aspen-Pitkin County Airport (Sardy Field),Aspen,US,39.223202,-106.869003
ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,RU,46.282843,48.010511
ASI,RAF Ascension Island,Cat Hill,SH,-7.970179,-14.392744
ASJ,Amami Airport,Amami,JP,28.430599212646484,129.71299743652344
ASM,Asmara International Airport,Asmara,ER,15.2919,38.910702
ASO,Asosa Airport,Asosa,ET,10.018500328063965,34.586299896240234
ASP,Alice Springs Airport,Alice Springs,AU,-23.806588,133.903427
ASR,Kayseri Erkilet International Airport,Kayseri,TR,38.770401,35.495399
ASU,Aeropuerto Internacional Silvio Pettirossi,Asunción,PY,-25.240156,-57.519227
ASV,Amboseli Airport,Amboseli National Park,KE,-2.645050048828125,37.25310134887695
ASW,Aswan International Airport,Aswan,EG,23.961075,32.820382
ATC,Arthur's Town Airport,Arthur's Town,BS,24.6294,-75.673797
ATH,Athens Eleftherios Venizelos International Airport,Spata-Artemida,GR,37.936401,23.9445
ATK,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,US,70.46704,-157.436013
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,US,33.6367,-84.428101
ATM,Altamira Interstate Airport,Altamira,BR,-3.253144,-52.253938
ATQ,Sri Guru Ram Das Ji International Airport,Amritsar,IN,31.7096,74.797302
ATR,Atar International Airport,Atar,MR,20.505823,-13.043744
ATT,Atmautluak Airport,Atmautluak,US,60.866699,-162.272996
ATW,Appleton International Airport,Appleton,US,44.258515,-88.519
ATY,Watertown Regional Airport,Watertown,US,44.91400146,-97.15470123
ATZ,Asyut International Airport,Asyut,EG,27.045962,31.01276
AUA,Queen Beatrix International Airport,Oranjestad,AW,12.501056,-70.014281
AUC,Santiago Perez Airport,Arauca,CO,7.06888,-70.7369
AUG,Augusta State Airport,Augusta,US,44.320598602299995,-69.7973022461
AUH,Zayed International Airport,Abu Dhabi,AE,24.440966,54.649237
AUK,Alakanuk Airport,Alakanuk,US,62.682653,-164.722481
AUL,Aur Island Airport,Aur Atoll,MH,8.14528,171.173004
AUQ,Hiva Oa-Atuona Airport,Hiva Oa Island,PF,-9.76879024506,-139.011001587
AUR,Aurillac airport,Aurillac,FR,44.891399,2.42194
AUS,Austin Bergstrom International Airport,Austin,US,30.197535,-97.662015
AUU,Aurukun Airport,Aurukun,AU,-13.354019,141.720028
AUX,Araguaína Airport,Araguaína,BR,-7.22787,-48.240501
AVA,Anshun Huangguoshu Airport,Anshun (Xixiu),CN,26.260556,105.873333
AVK,Arvaikheer Airport,Arvaikheer,MN,46.250301361083984,102.802001953125
AVL,Asheville Regional Airport,Asheville,US,35.435488,-82.541853
AVN,Avignon Caumont airport,Avignon,FR,43.907299,4.90183
AVP,Wilkes-Barre/Scranton International Airport,Wilkes-Barre/Scranton,US,41.337064,-75.724232
AVV,Melbourne Avalon International Airport,Geelong/Melbourne,AU,-38.040269,144.467196
AWA,Hawassa International Airport,Hawassa,ET,7.100611,38.396455
AWK,Wake Island Airfield,Wake Island,UM,19.282437,166.636637
AWZ,Qasem Soleimani International Airport,Ahvaz,IR,31.3364,48.763789
AXA,Clayton J. Lloyd International Airport,The Valley,AI,18.204773,-63.05383
AXD,Alexandroupoli Democritus Airport,Alexandroupolis,GR,40.8559,25.956301
AXF,Alxa Left Banner Bayanhot Airport,Bayanhot,CN,38.748317,105.58416
AXJ,Amakusa Airport,Amakusa,JP,32.482498,130.158997
AXM,El Eden Airport,Armenia,CO,4.45278,-75.7664
AXP,Spring Point Airport,Spring Point,BS,22.441799,-73.970901
AXR,Arutua Airport,,PF,-15.248299598693848,-146.61700439453125
AXT,Akita Airport,Akita,JP,39.615601,140.218994
AXU,Axum Airport,Axum,ET,14.1468,38.7728
AYJ,Maharshi Valmiki International Airport,Faizabad,IN,26.747736,82.163664
AYP,Air Force Colonel Alfredo Mendivil Duarte Airport,Ayacucho,PE,-13.1548,-74.204399
AYQ,Ayers Rock Connellan Airport,Yulara,AU,-25.185913,130.97703
AYT,Antalya International Airport,Antalya,TR,36.898701,30.800501
AZA,Mesa Gateway Airport,Mesa,US,33.3078,-111.654999
AZD,Shahid Sadooghi Airport,Yazd,IR,31.9048995972,54.2765007019
AZN,Andijan International Airport,Andijan,UZ,40.727699,72.293999
AZO,Kalamazoo/Battle Creek International Airport,Kalamazoo,US,42.232105,-85.549637
AZR,Touat-Cheikh Sidi Mohamed Belkebir Airport,Adrar,DZ,27.837601,-0.186414
AZS,Samaná El Catey International Airport,Samana,DO,19.269259,-69.737405
BAG,Loakan Airport,Baguio,PH,16.375034,120.619949
BAH,Bahrain International Airport,Manama,BH,26.267295,50.63764
BAL,Batman Airport,Batman,TR,37.929001,41.1166
BAQ,Ernesto Cortissoz International Airport,Barranquilla,CO,10.8896,-74.7808
BAR,Qionghai Bo'ao Airport,Qionghai (Basuo),CN,19.140951,110.452766
BAS,Ballalae Airport,Ballalae,SB,-6.990745,155.886656
BAV,Baotou Donghe International Airport,Baotou,CN,40.560001,109.997002
BAX,Barnaul Gherman Titov International Airport,Barnaul,RU,53.361285,83.539701
BAY,Maramureș International Airport,Tăuții-Măgherăuș,RO,47.658444,23.464445
BAZ,Barcelos Airport,Barcelos,BR,-0.981191,-62.918603
BBA,Balmaceda Airport,Balmaceda,CL,-45.915968,-71.689499
BBG,Butaritari Airport,Butaritari,KI,3.08583,172.811005
BBI,Biju Patnaik International Airport,Bhubaneswar,IN,20.251021,85.814747
BBK,Kasane International Airport,Kasane,BW,-17.831653,25.166195
BBM,Battambang Airport,Battambang,KH,13.0956,103.223999
BBN,Bario Airport,Bario,MY,3.734648,115.478548
BBO,Berbera Airport,Berbera,SO,10.385035,44.936723
BBQ,Burton-Nibbs International Airport,Codrington,AG,17.621194,-61.798347
BBR,Basse-Terre Baillif Airport,Basse-Terre,GP,16.013648,-61.742928
BBU,Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest,RO,44.503133,26.102944
BCA,Gustavo Rizo Airport,Baracoa,CU,20.365299224853516,-74.5062026977539
BCD,Bacolod-Silay International Airport,Bacolod City,PH,10.776237,123.018879
BCH,Baucau Airport,Baucau,TL,-8.486479,126.399981
BCI,Barcaldine Airport,Barcaldine,AU,-23.566268,145.302086
BCM,Bacău George Enescu International  Airport,Bacău,RO,46.5219,26.910299
BCN,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846
BCO,Baco Airport,Jinka,ET,5.749655,36.560165
BCU,Sir Abubakar Tafawa Balewa Bauchi State International Airport,Bauchi,NG,10.482833,9.744
BDA,L.F. Wade International Airport,Hamilton,BM,32.363802,-64.67824
BDB,Bundaberg Airport,Bundaberg,AU,-24.905039,152.322612
BDD,Badu Island Airport,Badu Island,AU,-10.14955,142.173665
BDH,Bandar Lengeh International Airport,Bandar Lengeh,IR,26.532283,54.82484
BDJ,Syamsudin Noor International Airport,Landasan Ulin,ID,-3.44236,114.763
BDL,Bradley International Airport,Hartford,US,41.938555,-72.688016
BDO,Husein Sastranegara International Airport,Bandung,ID,-6.90063,107.575996
BDP,Bhadrapur Airport,Bhadrapur,NP,26.5708007812,88.07959747310001
BDQ,Vadodara International Airport,Vadodara,IN,22.336201,73.226303
BDS,Brindisi Airport,Brindisi,IT,40.6576,17.947001
BDT,Gbadolite Airport,Gbadolite,CD,4.252745,20.975271
BDU,Bardufoss Airport,Målselv,NO,69.055801,18.5404
BEB,Benbecula Airport,Balivanich,GB,57.481098,-7.36278
BED,Laurence G Hanscom Field,Bedford,US,42.470001,-71.289001
BEF,Bluefields Airport,Bluefields,NI,11.991,-83.774101
BEG,Belgrade Nikola Tesla Airport,Belgrade,RS,44.818401,20.309099
BEJ,Kalimarau Airport,Tanjung Redeb - Borneo Island,ID,2.14776,117.430705
BEK,Bareilly Air Force Station,Bareilly,IN,28.4221,79.450798
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,Belém,BR,-1.379279,-48.476207
BEM,Beni Mellal Airport,Oulad Yaich,MA,32.401895,-6.315905
BEN,Benina International Airport,Benina,LY,32.096802,20.269501
BER,Berlin Brandenburg Airport,Berlin,DE,52.361738,13.502341
BES,Brest Bretagne airport,Brest,FR,48.447899,-4.41854
BET,Bethel Airport,Bethel,US,60.77980042,-161.8379974
BEU,Bedourie Airport,Bedourie,AU,-24.3461,139.460007
BEW,Beira International Airport,Beira,MZ,-19.7964,34.9076
BEY,Beirut Rafic Hariri International Airport,Beirut,LB,33.819833,35.487443
BFD,Bradford Regional Airport,Bradford,US,41.8031005859375,-78.64009857177734
BFF,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,US,41.87400055,-103.5960007
BFI,King County International Airport - Boeing Field,Seattle,US,47.527042,-122.29995
BFJ,Bijie Feixiong Airport,Bijie,CN,27.267066,105.472097
BFL,Meadows Field,Bakersfield,US,35.433601,-119.056999
BFN,Bram Fischer International Airport,Bloemfontein,ZA,-29.092699,26.302401
BFQ,Bahia Piña Airport,Puerto Piña,PA,7.58737,-78.179939
BFS,Belfast International Airport,Belfast,GB,54.6575012207,-6.2158298492399995
BFV,Buri Ram Airport,Buriram,TH,15.2295,103.252998
BGA,Palonegro Airport,Bucaramanga,CO,7.1265,-73.1848
BGC,Bragança Airport,Bragança,PT,41.8578,-6.70713
BGF,Bangui M'Poko International Airport,Bangui,CF,4.39848,18.518801
BGG,Bingöl Airport,Bingöl,TR,38.860131,40.594489
BGI,Grantley Adams International Airport,Bridgetown,BB,13.074667,-59.491034
BGK,Big Creek Airport,Big Creek,BZ,16.519369,-88.407913
BGM,Greater Binghamton/Edwin A Link field,Binghamton,US,42.20869827,-75.97979736
BGO,"Bergen Airport, Flesland",Bergen,NO,60.2934,5.21814
BGR,Bangor International Airport,Bangor,US,44.806364,-68.826668
BGW,Baghdad International Airport / New Al Muthana Air Base,Baghdad,IQ,33.262501,44.2346
BGY,Il Caravaggio International Airport,Orio al Serio (BG),IT,45.669362,9.708851
BHB,Hancock County-Bar Harbor Airport,Bar Harbor,US,44.45000076,-68.3615036
BHD,George Best Belfast City Airport,Belfast,GB,54.618099,-5.8725
BHE,Woodbourne Airport,Blenheim,NZ,-41.5182991027832,173.8699951171875
BHH,Bisha Airport,Bisha,SA,19.9844,42.620899
BHI,Comandante Espora Airport,Bahía Blanca,AR,-38.725,-62.1693
BHJ,Bhuj Airport,Bhuj,IN,23.2877998352,69.6701965332
BHK,Bukhara International Airport,Bukhara,UZ,39.775002,64.483299
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,US,33.562877,-86.750712
BHO,Raja Bhoj International Airport,Bhopal,IN,23.2875,77.337402
BHQ,Broken Hill Airport,Broken Hill,AU,-32.0013999939,141.472000122
BHR,Bharatpur Airport,Bharatpur,NP,27.678101,84.429398
BHS,Bathurst Airport,Bathurst,AU,-33.406817,149.651161
BHU,Bhavnagar Airport,Bhavnagar,IN,21.752199173,72.1852035522
BHV,Bahawalpur Airport,Bahawalpur,PK,29.348100662231445,71.71800231933594
BHX,Birmingham Airport,"Birmingham, West Midlands",GB,52.453899,-1.74803
BHY,Beihai Fucheng Airport,Beihai,CN,21.538659,109.293683
BIA,Bastia-Poretta International airport,Bastia,FR,42.5527,9.48373
BIC,Aérodrome de Belle Île,Bangor,FR,47.325256,-3.201255
BID,Block Island State Airport,Block Island,US,41.168446,-71.578631
BIH,Eastern Sierra Regional Airport,Bishop,US,37.3731,-118.363998
BIK,Frans Kaisiepo Airport,Biak,ID,-1.19002,136.108002
BIL,Billings Logan International Airport,Billings,US,45.807824,-108.533667
BIM,South Bimini Airport,South Bimini,BS,25.6998996735,-79.2647018433
BIO,Bilbao Airport,Bilbao,ES,43.301102,-2.91061
BIQ,Biarritz Pays Basque airport,Biarritz,FR,43.468372,-1.523223
BIR,Biratnagar Airport,Biratnagar,NP,26.48150062561035,87.26399993896484
BIS,Bismarck Municipal Airport,Bismarck,US,46.772734,-100.746874
BJA,Soummam–Abane Ramdane Airport,Béjaïa,DZ,36.712547,5.069909
BJB,Bojnord Airport,Bojnord,IR,37.49300003051758,57.30820083618164
BJC,Rocky Mountain Metropolitan Airport,Denver,US,39.908798,-105.116997
BJF,Båtsfjord Airport,Båtsfjord,NO,70.60025,29.692612
BJL,Banjul International Airport,Yundum,GM,13.338,-16.652201
BJM,Bujumbura Melchior Ndadaye International Airport,Bujumbura,BI,-3.32402,29.318501
BJR,Bahir Dar Airport,Bahir Dar,ET,11.6081,37.321602
BJV,Milas Bodrum International Airport,Bodrum,TR,37.249314,27.66401
BJX,Guanajuato International Airport,Silao,MX,20.992695,-101.480284
BJZ,Badajoz Airport,Badajoz,ES,38.8913,-6.82133
BKC,Buckland Airport,Buckland,US,65.981598,-161.149002
BKG,Branson Airport,Branson,US,36.532082,-93.200544
BKI,Kota Kinabalu International Airport,Kota Kinabalu,MY,5.932743,116.049324
BKK,Suvarnabhumi Airport,Bangkok,TH,13.6811,100.747002
BKM,Bakalalan Airport,Bakalalan,MY,3.974,115.617996
BKN,Balkanabat Airport,Balkanabat,TM,39.480598,54.366001
BKO,Modibo Keita International Airport,Bamako,ML,12.5335,-7.94994
BKQ,Blackall Airport,Blackall,AU,-24.431678,145.429716
BKS,Fatmawati Soekarno Airport,Bengkulu,ID,-3.8637,102.338997
BKW,Raleigh County Memorial Airport,Beaver,US,37.7873,-81.124199
BKZ,Bukoba Airport,Bukoba,TZ,-1.332,31.8212
BLA,General José Antonio Anzoategui International Airport,Barcelona,VE,10.111111,-64.692222
BLB,Panamá Pacífico International Airport,Panamá City,PA,8.91479,-79.599602
BLD,Boulder City Municipal Airport,Boulder City,US,35.947161,-114.858799
BLE,Dala Airport,Borlange,SE,60.422001,15.5152
BLI,Bellingham International Airport,Bellingham,US,48.79280090332031,-122.53800201416016
BLJ,Batna Mostefa Ben Boulaid Airport,Batna,DZ,35.752102,6.30859
BLL,Billund Airport,Billund,DK,55.740335,9.157019
BLQ,Bologna Guglielmo Marconi Airport,Bologna,IT,44.5354,11.2887
BLR,Kempegowda International Airport Bengaluru,Bengaluru,IN,13.1979,77.706299
BLV,Scott AFB/Midamerica Airport,Belleville,US,38.5452,-89.835197
BLW,Beledweyne Airport,Beledweyne,SO,4.766976,45.2388
BLZ,Chileka International Airport,Blantyre,MW,-15.677189,34.972319
BMA,Stockholm-Bromma Airport,Stockholm,SE,59.354401,17.9417
BME,Broome International Airport,Broome,AU,-17.949194,122.2283
BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington/Normal,US,40.4771,-88.915901
BMK,Borkum Airport,Borkum,DE,53.59639,6.709167
BMO,Banmaw Airport,Banmaw,MM,24.27044,97.2476
BMR,Baltrum Airport,Baltrum,DE,53.72485,7.373257
BMU,Sultan Muhammad Salahuddin Airport,"Palibelo, Bima",ID,-8.537184,118.685002
BMV,Buon Ma Thuot Airport,Buon Ma Thuot,VN,12.668299675,108.120002747
BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,DZ,21.3778,0.92698
BMY,Île Art - Waala Airport,Waala,NC,-19.720521,163.661077
BNA,Nashville International Airport,Nashville,US,36.1245,-86.6782
BNB,Boende Airport,Boende,CD,-0.286652,20.883551
BND,Bandar Abbas International Airport,Bandar Abbas,IR,27.2183,56.3778
BNE,Brisbane International Airport,Brisbane,AU,-27.384199142456055,153.11700439453125
BNI,Benin Airport,Benin,NG,6.316979885101318,5.5995001792907715
BNK,Ballina Byron Gateway Airport,Ballina,AU,-28.833236,153.561471
BNN,"Brønnøysund Airport, Brønnøy",Brønnøy,NO,65.461098,12.2175
BNS,Barinas Airport,Barinas,VE,8.615,-70.214167
BNX,Banja Luka International Airport,Mahovljani,BA,44.941399,17.297501
BNY,Bellona/Anua Airport,Anua,SB,-11.3022222222,159.798333333
BOB,Bora Bora Airport,Motu Mute,PF,-16.444400787353516,-151.75100708007812
BOC,"Bocas del Toro ""Isla Colón"" International Airport",Isla Colón,PA,9.34085,-82.250801
